0 processo0 4 8
0 processo1 3 3
0 processo2 4 5
0 processo3 1 2
0 processo4 4 8
0 processo5 4 6
0 processo6 2 4
0 processo7 4 7
0 processo8 5 10
0 processo9 5 8
1 processo10 1 2
1 processo11 5 7
1 processo12 2 5
1 processo13 5 9
1 processo14 4 5
1 processo15 3 4
1 processo16 3 7
1 processo17 3 4
1 processo18 1 2
1 processo19 2 3
2 processo20 4 9
2 processo21 1 3
2 processo22 4 9
2 processo23 5 8
2 processo24 3 5
2 processo25 5 9
2 processo26 1 3
2 processo27 4 8
2 processo28 1 3
2 processo29 1 4
3 processo30 2 6
3 processo31 2 5
3 processo32 5 10
3 processo33 3 7
3 processo34 4 7
3 processo35 2 7
3 processo36 2 6
3 processo37 5 12
3 processo38 5 13
3 processo39 5 9
4 processo40 3 8
4 processo41 5 10
4 processo42 5 11
4 processo43 1 6
4 processo44 4 10
4 processo45 2 8
4 processo46 2 8
4 processo47 2 7
4 processo48 5 10
4 processo49 4 11
5 processo50 5 11
5 processo51 4 10
5 processo52 5 12
5 processo53 4 12
5 processo54 5 13
5 processo55 3 9
5 processo56 1 6
5 processo57 1 7
5 processo58 2 9
5 processo59 4 12
6 processo60 5 16
6 processo61 1 8
6 processo62 4 13
6 processo63 3 9
6 processo64 5 16
6 processo65 5 12
6 processo66 5 16
6 processo67 1 7
6 processo68 3 11
6 processo69 1 7
7 processo70 4 13
7 processo71 3 13
7 processo72 3 12
7 processo73 3 12
7 processo74 1 9
7 processo75 4 14
7 processo76 2 11
7 processo77 1 8
7 processo78 2 9
7 processo79 2 10
8 processo80 2 10
8 processo81 4 14
8 processo82 5 13
8 processo83 4 15
8 processo84 4 14
8 processo85 5 13
8 processo86 4 12
8 processo87 4 12
8 processo88 1 10
8 processo89 3 13
9 processo90 4 15
9 processo91 1 10
9 processo92 2 12
9 processo93 4 15
9 processo94 4 16
9 processo95 5 17
9 processo96 3 13
9 processo97 2 13
9 processo98 2 11
9 processo99 3 14
