0 processo0 1 2
0 processo1 4 7
0 processo2 2 4
0 processo3 5 5
0 processo4 5 8
0 processo5 5 5
0 processo6 2 2
0 processo7 1 1
0 processo8 3 3
0 processo9 3 5
0 processo10 1 2
0 processo11 5 5
0 processo12 5 10
0 processo13 5 5
0 processo14 5 8
0 processo15 3 4
0 processo16 3 3
0 processo17 3 4
0 processo18 1 2
0 processo19 5 8
0 processo20 2 2
0 processo21 4 4
0 processo22 5 8
0 processo23 5 8
0 processo24 2 2
0 processo25 3 4
0 processo26 4 5
0 processo27 5 9
0 processo28 5 7
0 processo29 5 8
0 processo30 2 2
0 processo31 2 4
0 processo32 1 2
0 processo33 3 4
0 processo34 1 1
0 processo35 2 4
0 processo36 5 7
0 processo37 1 2
0 processo38 5 6
0 processo39 2 3
0 processo40 2 3
0 processo41 1 1
0 processo42 4 4
0 processo43 2 3
0 processo44 4 4
0 processo45 5 8
0 processo46 3 5
0 processo47 2 2
0 processo48 2 2
0 processo49 1 2
1 processo50 4 8
1 processo51 3 5
1 processo52 1 2
1 processo53 2 5
1 processo54 5 10
1 processo55 2 3
1 processo56 3 6
1 processo57 4 5
1 processo58 4 8
1 processo59 3 4
1 processo60 2 3
1 processo61 4 8
1 processo62 1 2
1 processo63 5 11
1 processo64 4 5
1 processo65 1 3
1 processo66 4 8
1 processo67 3 7
1 processo68 5 10
1 processo69 4 8
1 processo70 4 7
1 processo71 5 9
1 processo72 5 10
1 processo73 1 3
1 processo74 2 5
1 processo75 3 7
1 processo76 3 5
1 processo77 2 4
1 processo78 3 4
1 processo79 4 6
1 processo80 5 6
1 processo81 3 5
1 processo82 3 5
1 processo83 3 7
1 processo84 5 9
1 processo85 1 2
1 processo86 2 3
1 processo87 1 3
1 processo88 3 7
1 processo89 4 5
1 processo90 2 3
1 processo91 4 6
1 processo92 2 4
1 processo93 1 2
1 processo94 5 8
1 processo95 4 7
1 processo96 4 7
1 processo97 2 4
1 processo98 2 5
1 processo99 2 3
2 processo100 4 6
2 processo101 2 6
2 processo102 4 6
2 processo103 1 3
2 processo104 5 12
2 processo105 3 5
2 processo106 2 4
2 processo107 3 6
2 processo108 5 11
2 processo109 1 3
2 processo110 5 10
2 processo111 4 10
2 processo112 1 4
2 processo113 3 7
2 processo114 3 5
2 processo115 4 10
2 processo116 3 7
2 processo117 1 4
2 processo118 1 3
2 processo119 4 6
2 processo120 5 12
2 processo121 5 11
2 processo122 2 5
2 processo123 2 4
2 processo124 2 6
2 processo125 2 6
2 processo126 3 6
2 processo127 4 6
2 processo128 4 9
2 processo129 3 7
2 processo130 5 12
2 processo131 3 6
2 processo132 1 3
2 processo133 1 4
2 processo134 4 9
2 processo135 3 8
2 processo136 1 4
2 processo137 1 3
2 processo138 1 3
2 processo139 5 7
2 processo140 1 3
2 processo141 4 6
2 processo142 2 4
2 processo143 2 6
