0 processo0 1 2
0 processo1 4 6
0 processo2 2 3
0 processo3 3 6
0 processo4 3 5
0 processo5 1 2
0 processo6 2 4
0 processo7 2 3
0 processo8 1 2
0 processo9 5 10
1 processo10 5 7
1 processo11 1 2
1 processo12 2 4
1 processo13 1 2
1 processo14 3 4
1 processo15 4 7
1 processo16 3 6
1 processo17 2 4
1 processo18 1 2
1 processo19 1 2
2 processo20 5 8
2 processo21 1 3
2 processo22 4 8
2 processo23 4 10
2 processo24 2 5
2 processo25 1 4
2 processo26 3 7
2 processo27 4 8
2 processo28 2 5
2 processo29 2 4
3 processo30 2 7
3 processo31 4 8
3 processo32 4 11
3 processo33 5 12
3 processo34 1 5
3 processo35 4 10
3 processo36 2 5
3 processo37 2 5
3 processo38 5 12
3 processo39 1 5
4 processo40 1 5
4 processo41 4 9
4 processo42 4 12
4 processo43 5 14
4 processo44 3 8
4 processo45 4 12
4 processo46 4 11
4 processo47 4 8
4 processo48 5 11
4 processo49 5 9
5 processo50 1 7
5 processo51 3 9
5 processo52 1 7
5 processo53 5 11
5 processo54 5 10
5 processo55 5 10
5 processo56 5 15
5 processo57 1 7
5 processo58 5 13
5 processo59 2 9
6 processo60 4 12
6 processo61 4 14
6 processo62 1 7
6 processo63 1 7
6 processo64 1 7
6 processo65 1 7
6 processo66 2 9
6 processo67 3 9
6 processo68 1 7
6 processo69 3 10
7 processo70 1 8
7 processo71 4 15
7 processo72 1 9
7 processo73 3 11
7 processo74 1 9
7 processo75 5 17
7 processo76 4 15
7 processo77 2 11
7 processo78 5 13
7 processo79 3 13
8 processo80 2 12
8 processo81 4 14
8 processo82 5 14
8 processo83 1 10
8 processo84 5 18
8 processo85 2 11
8 processo86 4 12
8 processo87 2 10
8 processo88 3 11
8 processo89 5 18
9 processo90 4 17
9 processo91 5 18
9 processo92 4 15
9 processo93 3 12
9 processo94 3 13
9 processo95 1 10
9 processo96 1 11
9 processo97 2 12
9 processo98 1 11
9 processo99 5 18
