0 processo0 3 6
0 processo1 2 4
0 processo2 5 8
0 processo3 3 5
0 processo4 1 1
0 processo5 2 4
0 processo6 1 2
0 processo7 4 8
0 processo8 2 2
0 processo9 4 4
0 processo10 3 3
0 processo11 5 9
0 processo12 3 5
0 processo13 5 7
0 processo14 1 1
0 processo15 4 7
0 processo16 2 3
0 processo17 2 2
0 processo18 3 5
0 processo19 5 9
0 processo20 4 8
0 processo21 3 6
0 processo22 5 5
0 processo23 5 6
0 processo24 4 4
0 processo25 1 1
0 processo26 5 5
0 processo27 4 5
0 processo28 1 1
0 processo29 3 3
0 processo30 1 1
0 processo31 3 3
0 processo32 1 2
0 processo33 5 7
0 processo34 5 7
0 processo35 3 5
0 processo36 3 5
0 processo37 5 8
0 processo38 1 2
0 processo39 2 3
0 processo40 2 3
0 processo41 4 4
0 processo42 1 1
0 processo43 1 1
0 processo44 2 4
0 processo45 5 5
0 processo46 1 1
0 processo47 5 5
0 processo48 2 2
0 processo49 5 5
1 processo50 1 2
1 processo51 2 5
1 processo52 3 5
1 processo53 4 8
1 processo54 5 9
1 processo55 3 4
1 processo56 5 7
1 processo57 5 6
1 processo58 4 8
1 processo59 4 5
1 processo60 1 3
1 processo61 3 7
1 processo62 1 3
1 processo63 3 6
1 processo64 3 7
1 processo65 1 3
1 processo66 4 9
1 processo67 4 9
1 processo68 1 2
1 processo69 1 3
1 processo70 4 8
1 processo71 3 5
1 processo72 1 2
1 processo73 3 4
1 processo74 4 9
1 processo75 5 6
1 processo76 3 5
1 processo77 3 5
1 processo78 2 4
1 processo79 2 5
1 processo80 4 9
1 processo81 2 4
1 processo82 5 6
1 processo83 2 3
1 processo84 1 3
1 processo85 1 3
1 processo86 1 2
1 processo87 5 11
1 processo88 4 6
1 processo89 4 9
1 processo90 3 6
1 processo91 2 3
1 processo92 2 4
1 processo93 4 8
1 processo94 1 3
1 processo95 5 8
1 processo96 3 7
1 processo97 4 8
1 processo98 5 8
1 processo99 4 7
2 processo100 1 4
2 processo101 5 8
2 processo102 3 8
2 processo103 1 4
2 processo104 4 9
2 processo105 5 9
2 processo106 3 8
2 processo107 5 9
2 processo108 5 11
2 processo109 1 3
2 processo110 2 6
2 processo111 5 7
2 processo112 2 4
2 processo113 2 4
2 processo114 5 10
2 processo115 5 12
2 processo116 3 5
2 processo117 3 5
2 processo118 3 5
2 processo119 4 8
2 processo120 4 8
2 processo121 4 8
2 processo122 1 4
2 processo123 4 8
2 processo124 3 8
2 processo125 5 7
2 processo126 4 10
2 processo127 4 9
2 processo128 4 7
2 processo129 5 10
2 processo130 3 7
2 processo131 4 9
2 processo132 5 12
2 processo133 5 9
2 processo134 2 5
2 processo135 2 5
2 processo136 3 8
2 processo137 1 4
2 processo138 4 7
2 processo139 3 7
2 processo140 3 5
2 processo141 3 6
2 processo142 1 3
2 processo143 4 6
2 processo144 4 8
2 processo145 2 4
2 processo146 3 5
2 processo147 3 8
2 processo148 3 5
2 processo149 2 4
