0 processo0 1 2
0 processo1 3 3
0 processo2 5 5
0 processo3 2 3
0 processo4 5 10
0 processo5 5 7
0 processo6 5 9
0 processo7 5 6
0 processo8 1 2
0 processo9 1 2
0 processo10 1 2
0 processo11 1 1
0 processo12 2 2
0 processo13 1 2
0 processo14 4 8
1 processo15 1 2
1 processo16 2 3
1 processo17 3 7
1 processo18 4 6
1 processo19 2 5
1 processo20 4 5
1 processo21 2 3
1 processo22 3 5
1 processo23 1 2
1 processo24 2 4
1 processo25 5 6
1 processo26 1 2
1 processo27 3 4
1 processo28 2 4
1 processo29 2 5
2 processo30 3 6
2 processo31 2 5
2 processo32 3 7
2 processo33 1 3
2 processo34 3 5
2 processo35 1 3
2 processo36 1 3
2 processo37 1 3
2 processo38 2 4
2 processo39 1 3
2 processo40 2 6
2 processo41 5 10
2 processo42 1 3
2 processo43 3 5
2 processo44 5 10
3 processo45 1 5
3 processo46 3 8
3 processo47 5 12
3 processo48 4 8
3 processo49 2 5
3 processo50 1 5
3 processo51 5 11
3 processo52 5 12
3 processo53 4 8
3 processo54 1 4
3 processo55 4 8
3 processo56 5 12
3 processo57 3 8
3 processo58 1 4
3 processo59 1 5
4 processo60 2 6
4 processo61 4 10
4 processo62 2 6
4 processo63 1 6
4 processo64 2 6
4 processo65 5 14
4 processo66 4 11
4 processo67 3 8
4 processo68 4 8
4 processo69 3 7
4 processo70 5 13
4 processo71 5 10
4 processo72 1 5
4 processo73 2 8
4 processo74 4 8
5 processo75 5 10
5 processo76 5 15
5 processo77 2 9
5 processo78 2 9
5 processo79 3 9
5 processo80 1 6
5 processo81 4 13
5 processo82 3 10
5 processo83 4 13
5 processo84 1 7
5 processo85 5 15
5 processo86 4 13
5 processo87 3 11
5 processo88 4 9
5 processo89 5 10
6 processo90 4 10
6 processo91 3 10
6 processo92 3 10
6 processo93 1 7
6 processo94 3 9
6 processo95 4 10
6 processo96 3 9
6 processo97 1 7
6 processo98 1 8
6 processo99 1 7
