0 processo0 1 2
0 processo1 3 5
0 processo2 3 3
0 processo3 2 4
0 processo4 2 4
0 processo5 5 9
0 processo6 2 3
0 processo7 4 8
0 processo8 5 9
0 processo9 5 7
0 processo10 1 1
0 processo11 5 8
0 processo12 5 8
0 processo13 3 4
0 processo14 4 4
0 processo15 5 9
0 processo16 2 4
0 processo17 5 8
0 processo18 1 1
0 processo19 2 2
1 processo20 5 7
1 processo21 4 9
1 processo22 4 5
1 processo23 4 8
1 processo24 3 6
1 processo25 2 4
1 processo26 4 5
1 processo27 1 2
1 processo28 4 9
1 processo29 4 6
1 processo30 2 5
1 processo31 2 4
1 processo32 3 7
1 processo33 4 7
1 processo34 4 5
1 processo35 1 2
1 processo36 4 7
1 processo37 2 5
1 processo38 1 3
1 processo39 3 6
2 processo40 3 5
2 processo41 2 4
2 processo42 5 10
2 processo43 3 5
2 processo44 1 4
2 processo45 1 3
2 processo46 5 12
2 processo47 1 3
2 processo48 3 7
2 processo49 1 3
2 processo50 3 6
2 processo51 4 7
2 processo52 4 8
2 processo53 2 4
2 processo54 3 8
2 processo55 4 8
2 processo56 1 3
2 processo57 4 6
2 processo58 3 8
2 processo59 5 9
3 processo60 3 6
3 processo61 1 4
3 processo62 2 7
3 processo63 4 7
3 processo64 5 9
3 processo65 5 10
3 processo66 2 7
3 processo67 4 11
3 processo68 2 6
3 processo69 1 4
3 processo70 1 5
3 processo71 2 6
3 processo72 2 6
3 processo73 3 9
3 processo74 3 7
3 processo75 2 5
3 processo76 3 8
3 processo77 1 5
3 processo78 1 4
3 processo79 3 7
4 processo80 3 10
4 processo81 2 7
4 processo82 3 7
4 processo83 2 6
4 processo84 1 5
4 processo85 5 13
4 processo86 1 6
4 processo87 2 8
4 processo88 4 10
4 processo89 3 8
4 processo90 2 8
4 processo91 1 5
4 processo92 5 11
4 processo93 4 11
4 processo94 5 10
4 processo95 3 7
4 processo96 3 10
4 processo97 3 10
4 processo98 5 9
4 processo99 2 7
5 processo100 3 10
5 processo101 2 7
5 processo102 5 13
5 processo103 1 7
5 processo104 2 9
5 processo105 4 9
5 processo106 2 7
5 processo107 1 6
5 processo108 4 12
5 processo109 1 6
5 processo110 2 7
5 processo111 3 11
5 processo112 2 8
5 processo113 3 9
5 processo114 1 7
5 processo115 3 11
5 processo116 1 6
5 processo117 5 15
5 processo118 3 8
5 processo119 3 11
6 processo120 1 7
6 processo121 1 7
6 processo122 2 9
6 processo123 2 10
6 processo124 4 11
6 processo125 1 7
6 processo126 2 9
6 processo127 3 12
6 processo128 1 8
6 processo129 2 8
6 processo130 3 11
6 processo131 5 15
6 processo132 5 11
6 processo133 5 11
6 processo134 1 7
6 processo135 1 7
6 processo136 1 8
6 processo137 5 15
6 processo138 5 15
6 processo139 2 8
7 processo140 3 12
7 processo141 1 9
7 processo142 4 15
7 processo143 4 14
7 processo144 1 9
7 processo145 5 17
7 processo146 2 11
7 processo147 5 16
7 processo148 4 11
7 processo149 3 11
7 processo150 5 13
7 processo151 5 13
7 processo152 1 9
7 processo153 3 10
7 processo154 1 9
7 processo155 5 16
7 processo156 5 14
7 processo157 1 9
7 processo158 1 8
7 processo159 1 9
8 processo160 5 15
8 processo161 1 10
8 processo162 5 14
8 processo163 4 12
8 processo164 3 12
8 processo165 4 12
8 processo166 2 11
8 processo167 5 18
8 processo168 3 11
8 processo169 5 16
8 processo170 3 14
8 processo171 5 16
8 processo172 2 12
8 processo173 2 12
8 processo174 4 12
8 processo175 5 14
8 processo176 2 11
8 processo177 2 10
8 processo178 1 10
8 processo179 3 12
9 processo180 5 15
9 processo181 1 10
9 processo182 2 13
9 processo183 3 13
9 processo184 5 15
9 processo185 4 14
9 processo186 4 13
9 processo187 1 11
9 processo188 4 14
9 processo189 4 16
9 processo190 5 16
9 processo191 4 15
9 processo192 2 11
9 processo193 4 14
9 processo194 4 14
9 processo195 1 11
9 processo196 1 10
9 processo197 2 13
9 processo198 5 19
9 processo199 2 13
10 processo200 5 18
10 processo201 4 14
10 processo202 1 12
10 processo203 3 16
10 processo204 5 16
10 processo205 1 11
10 processo206 1 12
10 processo207 1 12
10 processo208 1 12
10 processo209 1 11
10 processo210 5 15
10 processo211 4 15
10 processo212 5 16
10 processo213 5 18
10 processo214 5 18
10 processo215 2 12
10 processo216 1 12
10 processo217 2 13
10 processo218 3 15
10 processo219 2 12
11 processo220 2 13
11 processo221 4 16
11 processo222 2 15
11 processo223 3 14
11 processo224 3 16
11 processo225 4 15
11 processo226 3 16
11 processo227 2 14
11 processo228 3 16
11 processo229 1 13
11 processo230 2 15
11 processo231 4 15
11 processo232 4 18
11 processo233 2 15
11 processo234 2 13
11 processo235 2 14
11 processo236 5 17
11 processo237 4 16
11 processo238 5 16
11 processo239 2 14
12 processo240 5 20
12 processo241 5 20
12 processo242 1 14
12 processo243 3 17
12 processo244 4 19
12 processo245 3 15
12 processo246 2 16
12 processo247 4 17
12 processo248 4 16
12 processo249 1 13
12 processo250 4 19
12 processo251 4 16
12 processo252 1 14
12 processo253 2 14
12 processo254 1 13
12 processo255 4 20
12 processo256 4 18
12 processo257 2 15
12 processo258 2 16
12 processo259 5 17
13 processo260 2 17
13 processo261 3 16
13 processo262 4 18
13 processo263 5 20
13 processo264 2 17
13 processo265 4 19
13 processo266 2 16
13 processo267 4 18
13 processo268 3 16
13 processo269 4 18
13 processo270 4 21
13 processo271 4 20
13 processo272 3 19
13 processo273 1 14
13 processo274 1 15
13 processo275 3 17
13 processo276 2 16
13 processo277 2 16
13 processo278 5 22
13 processo279 5 21
14 processo280 4 18
14 processo281 3 19
14 processo282 5 21
14 processo283 5 22
14 processo284 4 21
14 processo285 5 22
14 processo286 3 17
14 processo287 4 18
14 processo288 2 17
14 processo289 2 16
14 processo290 2 16
14 processo291 1 16
14 processo292 5 24
14 processo293 4 21
14 processo294 5 24
14 processo295 5 21
14 processo296 4 22
14 processo297 1 16
14 processo298 5 24
14 processo299 1 15
15 processo300 1 17
15 processo301 4 22
15 processo302 3 20
15 processo303 4 22
15 processo304 3 19
