0 processo0 5 10
0 processo1 4 6
0 processo2 3 4
0 processo3 4 5
0 processo4 3 3
0 processo5 3 3
0 processo6 2 3
0 processo7 2 4
0 processo8 2 2
0 processo9 4 5
0 processo10 3 4
0 processo11 4 6
0 processo12 1 2
0 processo13 1 2
0 processo14 1 1
0 processo15 1 1
0 processo16 1 1
0 processo17 3 6
0 processo18 5 9
0 processo19 2 3
1 processo20 5 8
1 processo21 4 8
1 processo22 5 9
1 processo23 2 4
1 processo24 5 7
1 processo25 2 5
1 processo26 4 8
1 processo27 3 6
1 processo28 4 9
1 processo29 2 4
1 processo30 4 8
1 processo31 2 5
1 processo32 5 8
1 processo33 3 7
1 processo34 5 10
1 processo35 3 4
1 processo36 5 10
1 processo37 2 4
1 processo38 2 4
1 processo39 2 4
2 processo40 3 8
2 processo41 4 9
2 processo42 2 5
2 processo43 2 5
2 processo44 2 5
2 processo45 4 8
2 processo46 1 3
2 processo47 4 8
2 processo48 1 3
2 processo49 1 3
2 processo50 2 4
2 processo51 1 4
2 processo52 5 12
2 processo53 1 3
2 processo54 5 9
2 processo55 5 8
2 processo56 1 4
2 processo57 5 8
2 processo58 5 12
2 processo59 1 3
3 processo60 3 6
3 processo61 2 6
3 processo62 3 9
3 processo63 5 11
3 processo64 2 6
3 processo65 2 7
3 processo66 3 9
3 processo67 3 8
3 processo68 5 9
3 processo69 5 8
3 processo70 4 9
3 processo71 3 6
3 processo72 5 10
3 processo73 5 8
3 processo74 1 4
3 processo75 5 11
3 processo76 2 7
3 processo77 3 9
3 processo78 3 9
3 processo79 4 8
4 processo80 3 9
4 processo81 2 8
4 processo82 5 12
4 processo83 4 11
4 processo84 5 14
4 processo85 4 12
4 processo86 1 6
4 processo87 2 8
4 processo88 5 11
4 processo89 2 8
4 processo90 3 10
4 processo91 4 9
4 processo92 3 9
4 processo93 2 6
4 processo94 3 10
4 processo95 2 8
4 processo96 5 13
4 processo97 5 13
4 processo98 3 8
4 processo99 5 11
5 processo100 4 13
5 processo101 3 8
5 processo102 2 9
5 processo103 3 11
5 processo104 5 10
5 processo105 1 7
5 processo106 5 12
5 processo107 1 7
5 processo108 3 8
5 processo109 3 11
