0 processo0 5 10
0 processo1 3 3
0 processo2 3 3
0 processo3 3 4
0 processo4 5 7
0 processo5 5 9
0 processo6 2 3
0 processo7 1 1
0 processo8 3 6
0 processo9 4 7
0 processo10 5 5
0 processo11 2 2
0 processo12 2 2
0 processo13 2 4
0 processo14 1 1
0 processo15 4 5
0 processo16 4 8
0 processo17 2 2
0 processo18 4 5
0 processo19 5 8
1 processo20 1 3
1 processo21 2 3
1 processo22 3 5
1 processo23 4 6
1 processo24 1 3
1 processo25 2 3
1 processo26 2 4
1 processo27 1 3
1 processo28 5 7
1 processo29 1 2
1 processo30 4 5
1 processo31 2 5
1 processo32 2 5
1 processo33 5 9
1 processo34 4 5
1 processo35 2 5
1 processo36 1 3
1 processo37 5 10
1 processo38 1 2
1 processo39 4 7
2 processo40 5 11
2 processo41 5 7
2 processo42 3 6
2 processo43 5 7
2 processo44 3 5
2 processo45 5 8
2 processo46 2 4
2 processo47 1 3
2 processo48 2 5
2 processo49 3 7
2 processo50 3 7
2 processo51 5 11
2 processo52 5 9
2 processo53 2 4
2 processo54 2 6
2 processo55 4 8
2 processo56 2 5
2 processo57 4 6
2 processo58 2 6
2 processo59 2 6
3 processo60 3 9
3 processo61 1 4
3 processo62 3 7
3 processo63 3 7
3 processo64 1 5
3 processo65 1 4
3 processo66 2 6
3 processo67 4 7
3 processo68 5 12
3 processo69 2 5
3 processo70 1 4
3 processo71 4 7
3 processo72 2 5
3 processo73 4 11
3 processo74 2 5
3 processo75 5 9
3 processo76 4 11
3 processo77 4 11
3 processo78 1 5
3 processo79 2 5
4 processo80 5 13
4 processo81 2 8
4 processo82 3 9
4 processo83 5 12
4 processo84 4 10
4 processo85 1 6
4 processo86 2 8
4 processo87 1 6
4 processo88 3 9
4 processo89 5 9
4 processo90 3 9
4 processo91 3 8
4 processo92 5 12
4 processo93 1 5
4 processo94 3 9
4 processo95 5 10
4 processo96 1 6
4 processo97 1 5
4 processo98 5 12
4 processo99 2 6
5 processo100 2 9
5 processo101 4 9
5 processo102 4 9
5 processo103 5 11
5 processo104 4 11
5 processo105 3 8
5 processo106 4 13
5 processo107 1 6
5 processo108 2 8
5 processo109 2 8
5 processo110 1 7
5 processo111 1 6
5 processo112 1 7
5 processo113 4 9
5 processo114 5 14
5 processo115 2 9
5 processo116 3 11
5 processo117 4 9
5 processo118 4 10
5 processo119 4 9
6 processo120 1 7
6 processo121 3 12
6 processo122 2 9
6 processo123 3 10
6 processo124 2 9
6 processo125 3 12
6 processo126 1 8
6 processo127 1 7
6 processo128 2 10
6 processo129 2 9
6 processo130 4 13
6 processo131 3 11
6 processo132 4 10
6 processo133 3 10
6 processo134 3 10
6 processo135 4 13
6 processo136 5 11
6 processo137 2 9
6 processo138 5 12
6 processo139 5 13
7 processo140 2 9
7 processo141 3 12
7 processo142 1 8
7 processo143 1 9
7 processo144 5 17
7 processo145 2 9
7 processo146 1 8
7 processo147 1 9
7 processo148 2 11
7 processo149 3 11
7 processo150 3 13
7 processo151 5 13
7 processo152 5 17
7 processo153 3 11
7 processo154 3 11
7 processo155 5 17
7 processo156 3 10
7 processo157 2 10
7 processo158 1 8
7 processo159 5 14
8 processo160 4 12
8 processo161 1 10
8 processo162 2 12
8 processo163 5 13
8 processo164 1 10
8 processo165 4 16
8 processo166 2 12
8 processo167 2 11
8 processo168 5 14
8 processo169 4 12
8 processo170 3 13
8 processo171 1 9
8 processo172 2 10
8 processo173 4 16
8 processo174 3 14
8 processo175 2 11
8 processo176 5 13
8 processo177 5 14
8 processo178 3 11
8 processo179 1 9
9 processo180 4 15
9 processo181 1 10
9 processo182 1 10
9 processo183 2 12
9 processo184 5 19
9 processo185 3 12
9 processo186 4 13
9 processo187 1 10
9 processo188 1 10
9 processo189 5 14
9 processo190 1 10
9 processo191 1 11
9 processo192 5 19
9 processo193 2 13
9 processo194 1 10
9 processo195 1 11
9 processo196 5 17
9 processo197 3 12
9 processo198 1 11
9 processo199 2 11
10 processo200 2 13
10 processo201 3 13
10 processo202 5 18
10 processo203 3 14
10 processo204 1 11
10 processo205 5 17
10 processo206 1 12
10 processo207 2 14
10 processo208 4 15
10 processo209 4 18
10 processo210 5 20
10 processo211 2 13
10 processo212 1 12
10 processo213 5 19
10 processo214 1 11
10 processo215 5 15
10 processo216 3 13
10 processo217 2 13
10 processo218 1 12
10 processo219 3 13
11 processo220 5 19
11 processo221 3 17
11 processo222 4 18
11 processo223 4 15
11 processo224 4 18
11 processo225 5 20
11 processo226 3 16
11 processo227 3 17
11 processo228 4 16
11 processo229 1 13
11 processo230 4 15
11 processo231 4 17
11 processo232 1 12
11 processo233 3 15
11 processo234 4 16
11 processo235 4 19
11 processo236 5 17
11 processo237 5 19
11 processo238 1 13
11 processo239 5 18
12 processo240 2 15
12 processo241 3 15
12 processo242 3 17
12 processo243 4 18
12 processo244 5 19
12 processo245 2 14
12 processo246 3 16
12 processo247 5 21
12 processo248 1 13
12 processo249 2 16
12 processo250 1 14
12 processo251 4 16
12 processo252 2 16
12 processo253 3 16
12 processo254 1 14
12 processo255 1 13
12 processo256 3 17
12 processo257 5 21
12 processo258 2 16
12 processo259 4 16
13 processo260 1 15
13 processo261 2 15
13 processo262 5 19
13 processo263 2 15
13 processo264 2 17
13 processo265 5 20
13 processo266 1 14
13 processo267 5 23
13 processo268 3 17
13 processo269 3 18
13 processo270 4 19
13 processo271 4 21
13 processo272 4 19
13 processo273 3 18
13 processo274 3 18
13 processo275 1 15
13 processo276 5 22
13 processo277 4 21
13 processo278 2 15
13 processo279 1 14
14 processo280 4 22
14 processo281 4 18
14 processo282 2 17
14 processo283 5 20
14 processo284 5 19
14 processo285 5 24
14 processo286 2 16
14 processo287 3 20
14 processo288 3 17
14 processo289 4 22
14 processo290 1 16
14 processo291 4 19
14 processo292 4 22
14 processo293 1 15
14 processo294 5 21
14 processo295 4 22
14 processo296 1 15
14 processo297 1 16
14 processo298 3 18
14 processo299 1 15
15 processo300 3 19
15 processo301 2 19
15 processo302 3 20
15 processo303 5 20
15 processo304 2 17
15 processo305 2 19
15 processo306 1 17
15 processo307 5 25
15 processo308 4 23
15 processo309 3 20
15 processo310 4 22
15 processo311 4 19
15 processo312 3 21
15 processo313 3 19
15 processo314 3 19
15 processo315 5 22
15 processo316 1 17
15 processo317 4 21
15 processo318 1 17
15 processo319 3 20
16 processo320 1 17
16 processo321 4 21
16 processo322 5 22
