0 processo0 3 6
0 processo1 5 6
0 processo2 1 2
0 processo3 4 4
0 processo4 4 5
0 processo5 2 2
0 processo6 4 7
0 processo7 4 7
0 processo8 4 5
0 processo9 1 2
0 processo10 2 3
0 processo11 4 7
0 processo12 1 1
0 processo13 1 2
0 processo14 3 4
0 processo15 2 2
0 processo16 1 2
0 processo17 3 5
0 processo18 3 3
0 processo19 2 3
1 processo20 4 6
1 processo21 3 6
1 processo22 5 6
1 processo23 3 6
1 processo24 1 2
1 processo25 4 9
1 processo26 4 8
1 processo27 1 3
1 processo28 3 5
1 processo29 4 6
1 processo30 4 5
1 processo31 4 9
1 processo32 3 5
1 processo33 5 6
1 processo34 1 3
1 processo35 4 9
1 processo36 5 6
1 processo37 5 11
1 processo38 3 6
1 processo39 2 4
2 processo40 1 3
2 processo41 2 5
2 processo42 4 7
2 processo43 2 5
2 processo44 3 8
2 processo45 3 6
2 processo46 2 5
2 processo47 5 12
2 processo48 1 3
2 processo49 3 5
2 processo50 2 4
2 processo51 5 11
2 processo52 2 6
2 processo53 4 9
2 processo54 3 7
2 processo55 5 11
2 processo56 2 6
2 processo57 4 7
2 processo58 1 4
2 processo59 5 9
3 processo60 5 10
3 processo61 4 8
3 processo62 2 5
3 processo63 4 7
3 processo64 3 9
3 processo65 1 4
3 processo66 3 8
3 processo67 3 6
3 processo68 1 4
3 processo69 2 7
3 processo70 3 6
3 processo71 4 7
3 processo72 2 5
3 processo73 5 10
3 processo74 5 13
3 processo75 1 4
3 processo76 1 4
3 processo77 1 4
3 processo78 1 4
3 processo79 2 5
4 processo80 1 6
4 processo81 4 10
4 processo82 5 9
4 processo83 2 6
4 processo84 1 6
4 processo85 3 9
4 processo86 3 8
4 processo87 5 12
4 processo88 5 13
4 processo89 2 8
4 processo90 4 12
4 processo91 2 8
4 processo92 2 6
4 processo93 3 7
4 processo94 5 12
4 processo95 1 5
4 processo96 4 12
4 processo97 5 12
4 processo98 1 6
4 processo99 1 6
