0 processo0 4 8
0 processo1 2 4
0 processo2 5 6
0 processo3 4 7
0 processo4 1 1
0 processo5 3 4
0 processo6 4 8
0 processo7 3 5
0 processo8 1 1
0 processo9 3 5
0 processo10 3 4
0 processo11 3 3
0 processo12 2 2
0 processo13 2 2
0 processo14 2 2
1 processo15 4 8
1 processo16 2 4
1 processo17 1 2
1 processo18 4 6
1 processo19 1 3
1 processo20 2 4
1 processo21 4 5
1 processo22 4 7
1 processo23 1 3
1 processo24 5 11
1 processo25 4 9
1 processo26 5 7
1 processo27 2 5
1 processo28 1 2
1 processo29 2 4
2 processo30 5 9
2 processo31 2 5
2 processo32 1 4
2 processo33 5 9
2 processo34 5 10
2 processo35 3 7
2 processo36 3 6
2 processo37 2 5
2 processo38 4 6
2 processo39 3 7
2 processo40 5 10
2 processo41 1 4
2 processo42 5 9
2 processo43 3 5
2 processo44 4 6
3 processo45 4 11
3 processo46 1 5
3 processo47 1 5
3 processo48 3 6
3 processo49 1 4
3 processo50 4 8
3 processo51 5 13
3 processo52 2 7
3 processo53 2 5
3 processo54 4 11
3 processo55 5 10
3 processo56 5 8
3 processo57 2 5
3 processo58 1 4
3 processo59 5 8
4 processo60 2 7
4 processo61 4 10
4 processo62 1 5
4 processo63 4 9
4 processo64 5 10
4 processo65 5 14
4 processo66 4 11
4 processo67 5 13
4 processo68 2 6
4 processo69 4 8
4 processo70 1 6
4 processo71 1 6
4 processo72 1 6
4 processo73 1 6
4 processo74 2 6
5 processo75 2 9
5 processo76 3 10
5 processo77 4 10
5 processo78 2 9
5 processo79 1 6
5 processo80 3 10
5 processo81 3 9
5 processo82 3 10
5 processo83 3 8
5 processo84 3 10
5 processo85 4 12
5 processo86 5 12
5 processo87 1 7
5 processo88 4 13
5 processo89 1 7
6 processo90 2 9
6 processo91 5 13
6 processo92 2 9
6 processo93 4 11
6 processo94 5 12
6 processo95 2 8
6 processo96 1 7
6 processo97 5 14
6 processo98 5 12
6 processo99 2 8
