0 processo0 2 4
0 processo1 3 5
0 processo2 5 7
0 processo3 3 3
0 processo4 3 6
0 processo5 5 6
0 processo6 2 4
0 processo7 4 7
0 processo8 3 5
0 processo9 3 4
0 processo10 2 4
0 processo11 3 5
0 processo12 5 6
0 processo13 3 5
0 processo14 4 4
1 processo15 5 8
1 processo16 1 3
1 processo17 3 5
1 processo18 1 3
1 processo19 5 10
1 processo20 5 8
1 processo21 3 6
1 processo22 5 7
1 processo23 1 3
1 processo24 3 4
1 processo25 4 6
1 processo26 4 9
1 processo27 4 6
1 processo28 2 5
1 processo29 1 3
2 processo30 3 8
2 processo31 1 4
2 processo32 1 4
2 processo33 4 6
2 processo34 4 8
2 processo35 4 7
2 processo36 3 5
2 processo37 4 9
2 processo38 4 10
2 processo39 3 5
2 processo40 5 11
2 processo41 4 7
2 processo42 4 10
2 processo43 3 6
2 processo44 5 9
3 processo45 5 11
3 processo46 5 8
3 processo47 2 6
3 processo48 5 12
3 processo49 4 9
3 processo50 1 5
3 processo51 1 5
3 processo52 5 8
3 processo53 4 7
3 processo54 2 7
3 processo55 3 8
3 processo56 5 9
3 processo57 2 5
3 processo58 5 9
3 processo59 5 8
4 processo60 3 9
4 processo61 4 9
4 processo62 5 13
4 processo63 4 9
4 processo64 2 8
4 processo65 4 10
4 processo66 5 12
4 processo67 2 8
4 processo68 2 8
4 processo69 5 14
4 processo70 5 12
4 processo71 1 5
4 processo72 2 8
4 processo73 4 8
4 processo74 5 10
5 processo75 3 8
5 processo76 1 7
5 processo77 5 11
5 processo78 1 7
5 processo79 2 8
5 processo80 1 6
5 processo81 4 10
5 processo82 1 7
5 processo83 4 9
5 processo84 5 12
5 processo85 3 11
5 processo86 4 13
5 processo87 2 7
5 processo88 3 8
5 processo89 5 10
6 processo90 5 13
6 processo91 2 9
6 processo92 5 11
6 processo93 4 14
6 processo94 3 9
6 processo95 1 7
6 processo96 2 9
6 processo97 1 7
6 processo98 2 9
6 processo99 5 13
