0 processo0 5 10
0 processo1 4 8
0 processo2 3 5
0 processo3 1 1
0 processo4 1 2
0 processo5 2 2
0 processo6 1 2
0 processo7 5 8
0 processo8 1 2
0 processo9 3 4
0 processo10 2 4
0 processo11 1 2
0 processo12 3 5
0 processo13 5 6
0 processo14 2 3
0 processo15 1 2
0 processo16 2 2
0 processo17 1 1
0 processo18 3 3
0 processo19 2 2
0 processo20 5 6
0 processo21 5 8
0 processo22 1 2
0 processo23 1 1
0 processo24 3 6
0 processo25 1 1
0 processo26 5 9
0 processo27 4 4
0 processo28 4 4
0 processo29 1 2
0 processo30 5 5
0 processo31 5 5
0 processo32 2 4
0 processo33 3 6
0 processo34 1 2
0 processo35 4 7
0 processo36 5 6
0 processo37 5 5
0 processo38 3 5
0 processo39 4 8
0 processo40 1 2
0 processo41 1 1
0 processo42 2 2
0 processo43 3 5
0 processo44 3 5
0 processo45 4 7
0 processo46 1 2
0 processo47 3 5
0 processo48 1 1
0 processo49 2 4
0 processo50 1 2
0 processo51 3 5
0 processo52 2 2
0 processo53 3 5
0 processo54 4 5
0 processo55 5 9
0 processo56 5 9
0 processo57 4 5
0 processo58 2 4
0 processo59 5 6
0 processo60 3 5
0 processo61 2 2
0 processo62 5 10
0 processo63 3 3
0 processo64 3 5
0 processo65 4 5
0 processo66 4 4
0 processo67 3 3
0 processo68 2 3
0 processo69 1 2
0 processo70 1 2
0 processo71 1 1
0 processo72 3 4
0 processo73 2 4
0 processo74 2 4
0 processo75 4 7
0 processo76 3 4
0 processo77 5 10
0 processo78 1 2
0 processo79 1 1
0 processo80 5 8
0 processo81 5 8
0 processo82 4 4
0 processo83 2 4
0 processo84 4 4
0 processo85 2 3
0 processo86 5 6
0 processo87 2 3
0 processo88 3 6
0 processo89 2 2
0 processo90 3 6
0 processo91 4 6
0 processo92 5 6
0 processo93 2 4
0 processo94 3 4
0 processo95 1 2
0 processo96 3 6
0 processo97 4 6
0 processo98 3 5
0 processo99 1 2
1 processo100 2 5
1 processo101 4 8
1 processo102 5 6
1 processo103 4 7
1 processo104 5 11
1 processo105 1 3
1 processo106 4 8
1 processo107 2 5
1 processo108 4 7
1 processo109 2 3
1 processo110 3 6
1 processo111 1 3
1 processo112 1 2
1 processo113 1 3
1 processo114 3 7
1 processo115 1 3
1 processo116 2 3
1 processo117 1 3
1 processo118 1 3
1 processo119 5 10
1 processo120 2 4
1 processo121 3 6
1 processo122 2 5
1 processo123 5 11
1 processo124 5 6
1 processo125 4 5
1 processo126 1 2
1 processo127 5 9
1 processo128 1 3
1 processo129 3 6
1 processo130 2 4
1 processo131 3 4
1 processo132 5 8
1 processo133 1 2
1 processo134 4 9
1 processo135 5 8
1 processo136 3 5
1 processo137 5 10
1 processo138 3 6
1 processo139 2 4
1 processo140 1 2
1 processo141 3 5
1 processo142 2 4
1 processo143 4 9
1 processo144 2 4
1 processo145 4 9
1 processo146 4 5
1 processo147 2 5
1 processo148 5 9
1 processo149 1 2
1 processo150 1 2
1 processo151 5 7
1 processo152 5 8
1 processo153 2 5
1 processo154 3 6
1 processo155 4 7
1 processo156 4 8
1 processo157 3 5
1 processo158 2 4
1 processo159 4 5
1 processo160 3 6
1 processo161 2 4
1 processo162 1 3
1 processo163 3 7
1 processo164 3 7
1 processo165 3 6
1 processo166 4 9
1 processo167 3 4
1 processo168 5 9
1 processo169 4 8
1 processo170 3 4
1 processo171 1 2
1 processo172 1 3
1 processo173 4 8
1 processo174 5 9
1 processo175 3 7
1 processo176 5 8
1 processo177 3 6
1 processo178 4 9
1 processo179 2 5
1 processo180 2 4
1 processo181 5 8
1 processo182 2 4
1 processo183 5 6
1 processo184 3 4
1 processo185 2 5
1 processo186 5 8
1 processo187 2 5
1 processo188 4 5
1 processo189 3 6
1 processo190 5 6
1 processo191 5 8
1 processo192 2 5
1 processo193 2 3
1 processo194 4 8
1 processo195 5 9
1 processo196 4 6
1 processo197 1 2
1 processo198 1 3
1 processo199 2 4
2 processo200 1 4
2 processo201 1 4
2 processo202 3 8
2 processo203 3 6
2 processo204 5 8
2 processo205 4 7
2 processo206 3 5
2 processo207 2 6
2 processo208 5 12
2 processo209 2 6
2 processo210 3 8
2 processo211 4 6
2 processo212 1 4
2 processo213 2 4
2 processo214 2 6
2 processo215 1 3
2 processo216 5 10
2 processo217 4 6
2 processo218 3 7
2 processo219 5 7
2 processo220 4 6
2 processo221 5 12
2 processo222 1 3
2 processo223 5 7
2 processo224 1 3
2 processo225 5 12
2 processo226 5 9
2 processo227 3 7
2 processo228 3 7
2 processo229 4 7
2 processo230 4 7
2 processo231 5 8
2 processo232 5 8
2 processo233 2 6
2 processo234 4 6
2 processo235 1 3
2 processo236 3 7
2 processo237 3 7
2 processo238 1 4
2 processo239 4 9
2 processo240 5 8
2 processo241 3 6
2 processo242 4 8
2 processo243 5 9
2 processo244 2 4
2 processo245 1 3
2 processo246 1 4
2 processo247 5 12
2 processo248 1 3
2 processo249 3 5
2 processo250 4 6
2 processo251 5 7
2 processo252 5 8
2 processo253 1 4
2 processo254 4 9
2 processo255 2 6
2 processo256 3 8
2 processo257 4 7
2 processo258 5 10
2 processo259 4 10
2 processo260 1 4
2 processo261 2 4
2 processo262 2 4
2 processo263 2 6
2 processo264 2 5
2 processo265 4 9
2 processo266 2 5
2 processo267 5 11
2 processo268 2 4
2 processo269 3 8
2 processo270 1 3
2 processo271 4 10
2 processo272 2 6
2 processo273 1 4
2 processo274 5 12
2 processo275 4 8
2 processo276 2 4
2 processo277 5 7
2 processo278 2 6
2 processo279 4 7
2 processo280 1 4
2 processo281 1 3
2 processo282 1 4
2 processo283 4 9
2 processo284 5 9
2 processo285 4 7
2 processo286 4 9
2 processo287 5 10
2 processo288 5 9
2 processo289 3 6
2 processo290 5 10
2 processo291 2 4
2 processo292 2 4
2 processo293 5 8
2 processo294 4 9
2 processo295 3 8
2 processo296 1 3
2 processo297 4 9
2 processo298 1 4
2 processo299 2 4
3 processo300 3 7
3 processo301 5 9
3 processo302 2 7
3 processo303 3 6
3 processo304 5 11
3 processo305 1 5
3 processo306 4 11
3 processo307 4 11
3 processo308 2 7
3 processo309 1 5
3 processo310 5 10
3 processo311 2 6
3 processo312 1 4
3 processo313 5 12
3 processo314 1 4
3 processo315 2 6
3 processo316 4 7
3 processo317 4 11
3 processo318 4 10
3 processo319 5 9
3 processo320 1 5
3 processo321 3 6
3 processo322 1 4
3 processo323 2 6
3 processo324 3 8
3 processo325 5 10
3 processo326 1 4
3 processo327 1 5
3 processo328 5 8
3 processo329 1 4
3 processo330 1 4
3 processo331 4 9
3 processo332 1 5
3 processo333 5 10
3 processo334 1 5
3 processo335 5 12
3 processo336 3 8
3 processo337 4 8
3 processo338 5 12
3 processo339 5 11
3 processo340 1 5
3 processo341 1 5
3 processo342 5 9
3 processo343 1 4
3 processo344 1 4
3 processo345 5 8
3 processo346 5 12
3 processo347 1 5
3 processo348 1 4
3 processo349 4 9
3 processo350 2 7
3 processo351 5 9
3 processo352 1 4
3 processo353 1 5
3 processo354 2 5
3 processo355 4 9
3 processo356 3 6
3 processo357 2 7
3 processo358 5 12
3 processo359 4 8
3 processo360 5 12
3 processo361 2 7
3 processo362 1 5
3 processo363 5 12
3 processo364 2 5
3 processo365 4 11
3 processo366 1 5
3 processo367 5 8
3 processo368 5 11
3 processo369 3 7
3 processo370 3 9
3 processo371 2 7
3 processo372 3 8
3 processo373 2 5
3 processo374 4 8
3 processo375 3 8
3 processo376 5 13
3 processo377 4 8
3 processo378 5 12
3 processo379 5 10
3 processo380 1 5
3 processo381 2 7
3 processo382 5 11
3 processo383 3 8
3 processo384 4 10
3 processo385 5 13
3 processo386 5 9
3 processo387 1 5
3 processo388 2 5
3 processo389 4 7
3 processo390 2 7
3 processo391 4 8
3 processo392 5 12
3 processo393 1 4
3 processo394 3 8
3 processo395 1 5
3 processo396 4 9
3 processo397 5 12
3 processo398 1 4
3 processo399 5 11
4 processo400 2 8
4 processo401 3 7
4 processo402 2 8
4 processo403 1 6
4 processo404 3 7
4 processo405 5 12
4 processo406 3 9
4 processo407 3 10
4 processo408 5 10
4 processo409 1 5
4 processo410 5 11
4 processo411 1 6
4 processo412 3 10
4 processo413 5 10
4 processo414 2 6
4 processo415 4 11
4 processo416 1 6
4 processo417 5 12
4 processo418 2 6
4 processo419 2 6
4 processo420 4 10
4 processo421 2 7
4 processo422 3 10
4 processo423 2 7
4 processo424 2 6
4 processo425 4 12
4 processo426 1 6
4 processo427 3 10
4 processo428 4 10
4 processo429 5 10
4 processo430 3 10
4 processo431 5 12
4 processo432 4 8
4 processo433 2 8
4 processo434 2 8
4 processo435 4 12
4 processo436 2 7
4 processo437 3 8
4 processo438 2 7
4 processo439 4 12
4 processo440 4 8
4 processo441 1 6
4 processo442 5 10
4 processo443 4 8
4 processo444 4 8
4 processo445 1 5
4 processo446 1 5
4 processo447 2 6
4 processo448 2 7
4 processo449 3 9
4 processo450 2 7
4 processo451 2 7
4 processo452 3 7
4 processo453 5 9
4 processo454 5 13
4 processo455 3 9
4 processo456 4 10
4 processo457 3 8
4 processo458 3 9
4 processo459 4 10
4 processo460 3 7
4 processo461 2 7
4 processo462 4 10
4 processo463 1 6
4 processo464 1 6
4 processo465 4 8
4 processo466 4 12
4 processo467 2 8
4 processo468 4 12
4 processo469 1 6
4 processo470 5 11
4 processo471 1 6
4 processo472 2 7
4 processo473 3 10
4 processo474 2 7
4 processo475 5 11
4 processo476 2 6
4 processo477 1 5
4 processo478 2 8
4 processo479 5 13
4 processo480 3 7
4 processo481 1 6
4 processo482 4 12
4 processo483 3 8
4 processo484 2 7
4 processo485 2 6
4 processo486 2 6
4 processo487 5 14
4 processo488 5 10
4 processo489 4 12
4 processo490 5 13
4 processo491 3 8
4 processo492 1 6
4 processo493 2 7
4 processo494 2 7
4 processo495 4 10
4 processo496 2 8
4 processo497 3 10
4 processo498 4 11
4 processo499 2 7
5 processo500 4 12
5 processo501 1 6
5 processo502 2 9
5 processo503 4 9
5 processo504 2 8
5 processo505 4 11
5 processo506 1 6
5 processo507 2 9
5 processo508 1 7
5 processo509 1 7
5 processo510 3 9
5 processo511 2 7
5 processo512 5 14
5 processo513 5 13
5 processo514 1 6
5 processo515 1 6
5 processo516 4 13
5 processo517 3 8
5 processo518 3 8
5 processo519 2 7
5 processo520 1 7
5 processo521 2 8
5 processo522 2 7
5 processo523 5 14
5 processo524 2 7
5 processo525 2 7
5 processo526 4 12
5 processo527 3 10
5 processo528 2 8
5 processo529 4 11
5 processo530 2 9
5 processo531 1 6
5 processo532 5 10
5 processo533 3 11
5 processo534 4 10
5 processo535 4 10
5 processo536 4 12
5 processo537 4 11
5 processo538 4 13
5 processo539 5 10
5 processo540 3 9
5 processo541 3 9
5 processo542 3 10
5 processo543 1 7
5 processo544 2 8
5 processo545 2 7
5 processo546 4 12
5 processo547 2 7
5 processo548 3 9
5 processo549 5 10
5 processo550 4 12
5 processo551 2 7
5 processo552 4 12
5 processo553 5 11
5 processo554 2 7
5 processo555 5 15
5 processo556 2 8
5 processo557 4 13
5 processo558 2 7
5 processo559 1 7
5 processo560 2 9
5 processo561 3 9
5 processo562 5 15
5 processo563 2 7
5 processo564 1 6
5 processo565 2 9
5 processo566 1 6
5 processo567 5 11
5 processo568 1 6
5 processo569 5 15
5 processo570 3 11
5 processo571 5 13
5 processo572 1 6
5 processo573 1 7
5 processo574 3 8
5 processo575 4 12
5 processo576 4 11
5 processo577 1 7
5 processo578 4 13
5 processo579 1 7
5 processo580 4 12
5 processo581 1 7
5 processo582 4 10
5 processo583 5 15
5 processo584 5 11
5 processo585 1 6
5 processo586 5 12
5 processo587 1 6
5 processo588 3 9
5 processo589 5 12
5 processo590 4 10
5 processo591 2 9
5 processo592 4 11
5 processo593 2 9
5 processo594 3 11
5 processo595 4 11
5 processo596 4 11
5 processo597 1 7
5 processo598 3 8
5 processo599 1 6
6 processo600 1 8
6 processo601 2 10
6 processo602 4 11
6 processo603 5 14
6 processo604 1 7
6 processo605 3 12
6 processo606 1 8
6 processo607 4 12
6 processo608 2 9
6 processo609 1 8
6 processo610 4 11
6 processo611 4 11
6 processo612 2 10
6 processo613 3 11
6 processo614 5 16
6 processo615 1 8
6 processo616 4 13
6 processo617 2 10
6 processo618 4 12
6 processo619 1 8
6 processo620 5 14
6 processo621 4 11
6 processo622 2 9
6 processo623 1 7
6 processo624 1 8
6 processo625 4 14
6 processo626 4 13
6 processo627 3 12
6 processo628 4 13
6 processo629 2 9
6 processo630 1 8
6 processo631 4 11
6 processo632 2 8
6 processo633 3 12
6 processo634 4 14
6 processo635 1 7
6 processo636 5 16
6 processo637 5 16
6 processo638 2 9
6 processo639 3 12
6 processo640 1 8
6 processo641 5 16
6 processo642 1 8
6 processo643 4 13
6 processo644 4 10
6 processo645 5 14
6 processo646 3 12
6 processo647 3 12
6 processo648 1 8
6 processo649 5 14
6 processo650 3 9
6 processo651 4 10
6 processo652 4 12
6 processo653 1 7
6 processo654 1 8
6 processo655 4 11
6 processo656 1 8
6 processo657 5 11
6 processo658 1 8
6 processo659 2 8
6 processo660 3 10
6 processo661 1 7
6 processo662 1 8
6 processo663 1 7
6 processo664 3 9
6 processo665 5 16
6 processo666 5 12
6 processo667 4 14
6 processo668 2 8
6 processo669 4 14
6 processo670 4 13
6 processo671 2 8
6 processo672 1 8
6 processo673 5 13
6 processo674 2 9
6 processo675 2 10
6 processo676 2 10
6 processo677 5 11
6 processo678 4 12
6 processo679 4 11
6 processo680 5 14
6 processo681 3 12
6 processo682 1 7
6 processo683 3 9
6 processo684 5 11
6 processo685 2 8
6 processo686 3 10
6 processo687 1 8
6 processo688 1 7
6 processo689 2 10
6 processo690 2 9
6 processo691 2 10
6 processo692 3 11
6 processo693 5 14
6 processo694 3 10
6 processo695 1 8
6 processo696 1 8
6 processo697 4 13
6 processo698 5 15
6 processo699 2 8
7 processo700 4 11
7 processo701 2 9
7 processo702 4 15
7 processo703 3 11
7 processo704 2 9
7 processo705 5 14
7 processo706 4 11
7 processo707 1 8
7 processo708 4 11
7 processo709 5 15
7 processo710 1 9
7 processo711 2 10
7 processo712 4 12
7 processo713 1 8
7 processo714 3 12
7 processo715 2 11
7 processo716 2 9
7 processo717 4 11
7 processo718 3 10
7 processo719 1 8
7 processo720 5 15
7 processo721 3 12
7 processo722 1 9
7 processo723 5 15
7 processo724 5 15
7 processo725 1 9
7 processo726 5 15
7 processo727 3 13
7 processo728 5 17
7 processo729 3 13
7 processo730 4 13
7 processo731 5 12
7 processo732 5 14
7 processo733 3 11
7 processo734 1 9
7 processo735 1 8
7 processo736 1 9
7 processo737 4 12
7 processo738 2 10
7 processo739 3 13
7 processo740 1 8
7 processo741 5 15
7 processo742 2 10
7 processo743 3 11
7 processo744 3 11
7 processo745 5 12
7 processo746 2 9
7 processo747 4 13
7 processo748 3 11
7 processo749 4 14
7 processo750 4 13
7 processo751 4 11
7 processo752 2 9
7 processo753 4 12
7 processo754 4 12
7 processo755 5 13
7 processo756 2 10
7 processo757 5 16
7 processo758 4 15
7 processo759 5 16
7 processo760 4 11
7 processo761 2 9
7 processo762 3 11
7 processo763 4 15
7 processo764 5 12
7 processo765 4 12
7 processo766 5 14
7 processo767 1 9
7 processo768 4 15
7 processo769 4 14
7 processo770 1 8
7 processo771 5 17
7 processo772 4 14
7 processo773 4 12
7 processo774 5 15
7 processo775 4 12
7 processo776 2 9
7 processo777 2 11
7 processo778 2 10
7 processo779 2 11
7 processo780 4 12
7 processo781 4 15
7 processo782 1 9
7 processo783 2 9
7 processo784 5 14
7 processo785 4 14
7 processo786 5 12
7 processo787 3 11
7 processo788 4 13
7 processo789 4 14
7 processo790 5 17
7 processo791 5 12
7 processo792 5 12
7 processo793 4 13
7 processo794 5 13
7 processo795 1 9
7 processo796 4 13
7 processo797 5 14
7 processo798 2 9
7 processo799 2 11
8 processo800 2 12
8 processo801 5 17
8 processo802 4 16
8 processo803 4 14
8 processo804 5 17
8 processo805 1 10
8 processo806 2 10
8 processo807 3 12
8 processo808 2 12
