0 processo0 4 8
0 processo1 1 2
0 processo2 2 2
0 processo3 1 1
0 processo4 2 4
0 processo5 2 4
0 processo6 3 4
1 processo7 5 11
1 processo8 1 3
1 processo9 4 5
1 processo10 4 5
1 processo11 2 3
1 processo12 3 6
1 processo13 5 7
2 processo14 2 5
2 processo15 2 4
2 processo16 1 4
2 processo17 1 3
2 processo18 3 8
2 processo19 1 4
2 processo20 1 3
3 processo21 2 5
3 processo22 3 7
3 processo23 2 5
3 processo24 3 7
3 processo25 3 9
3 processo26 3 9
3 processo27 1 4
4 processo28 3 10
4 processo29 2 8
4 processo30 5 12
4 processo31 5 11
4 processo32 2 6
4 processo33 4 11
4 processo34 1 6
5 processo35 5 12
5 processo36 4 9
5 processo37 3 10
5 processo38 2 9
5 processo39 1 7
5 processo40 3 11
5 processo41 4 12
6 processo42 1 7
6 processo43 2 9
6 processo44 3 10
6 processo45 1 8
6 processo46 5 16
6 processo47 2 10
6 processo48 1 8
7 processo49 5 13
