0 processo0 1 2
0 processo1 4 6
0 processo2 5 10
0 processo3 5 6
0 processo4 3 6
0 processo5 1 1
0 processo6 4 8
0 processo7 5 8
0 processo8 5 8
0 processo9 3 4
0 processo10 5 5
0 processo11 5 7
0 processo12 2 4
0 processo13 5 6
0 processo14 3 4
0 processo15 2 4
0 processo16 1 1
0 processo17 4 5
0 processo18 2 3
0 processo19 1 2
1 processo20 4 7
1 processo21 4 7
1 processo22 2 5
1 processo23 4 7
1 processo24 2 5
1 processo25 4 8
1 processo26 5 8
1 processo27 5 7
1 processo28 3 5
1 processo29 4 7
1 processo30 1 3
1 processo31 2 3
1 processo32 3 6
1 processo33 1 2
1 processo34 3 6
1 processo35 4 6
1 processo36 4 7
1 processo37 2 5
1 processo38 3 6
1 processo39 4 8
2 processo40 3 6
2 processo41 4 8
2 processo42 4 6
2 processo43 3 6
2 processo44 2 5
2 processo45 1 4
2 processo46 3 7
2 processo47 4 8
2 processo48 1 4
2 processo49 4 10
2 processo50 2 4
2 processo51 4 8
2 processo52 5 8
2 processo53 5 9
2 processo54 3 6
2 processo55 1 3
2 processo56 1 3
2 processo57 1 4
2 processo58 4 8
2 processo59 1 3
3 processo60 5 13
3 processo61 1 5
3 processo62 1 4
3 processo63 5 12
3 processo64 1 5
3 processo65 5 8
3 processo66 3 8
3 processo67 1 4
3 processo68 1 5
3 processo69 5 9
3 processo70 4 9
3 processo71 3 7
3 processo72 5 8
3 processo73 2 7
3 processo74 5 9
3 processo75 1 4
3 processo76 2 7
3 processo77 5 12
3 processo78 2 7
3 processo79 3 6
4 processo80 1 5
4 processo81 1 5
4 processo82 2 6
4 processo83 2 6
4 processo84 2 8
4 processo85 3 7
4 processo86 1 5
4 processo87 2 7
4 processo88 1 5
4 processo89 5 10
4 processo90 3 7
4 processo91 2 7
4 processo92 4 9
4 processo93 2 8
4 processo94 4 9
4 processo95 3 9
4 processo96 4 8
4 processo97 4 10
4 processo98 2 7
4 processo99 5 10
