0 processo0 5 10
0 processo1 4 7
0 processo2 5 7
0 processo3 5 9
0 processo4 4 5
0 processo5 1 1
0 processo6 2 3
1 processo7 3 4
1 processo8 2 4
1 processo9 2 3
1 processo10 2 3
1 processo11 4 9
1 processo12 3 7
1 processo13 4 7
2 processo14 2 4
2 processo15 2 6
2 processo16 3 8
2 processo17 3 6
2 processo18 4 8
2 processo19 1 4
2 processo20 1 3
3 processo21 4 9
3 processo22 5 11
3 processo23 4 10
3 processo24 1 4
3 processo25 4 7
3 processo26 2 5
3 processo27 4 9
4 processo28 1 5
4 processo29 2 6
4 processo30 5 11
4 processo31 3 8
4 processo32 3 10
4 processo33 2 7
4 processo34 2 6
5 processo35 4 12
5 processo36 4 13
5 processo37 3 8
5 processo38 5 14
5 processo39 1 6
5 processo40 2 9
5 processo41 1 6
6 processo42 2 8
6 processo43 3 11
6 processo44 1 7
6 processo45 2 9
6 processo46 1 8
6 processo47 4 11
6 processo48 3 12
7 processo49 4 15
